1.0003,1.0012,1.0026,1.0047,1.0073,1.0104,1.014,1.0182,1.0228,1.028,1.0336,1.0397,1.0463,1.0533,1.0607,1.0686,1.0769,1.0855,1.0946,1.104,1.1138,1.1239,1.1344,1.1452,1.1563,1.1676,1.1793,1.1913,1.2035,1.216,1.2287,1.2417,1.2548,1.2682,1.2817,1.2955,1.3094,1.3235,1.3377,1.352,1.3665,1.381,1.3957,1.4104,1.4253,1.4401,1.4551,1.47,1.485,1.5,1.515,1.53,1.5449,1.5599,1.5748,1.5896,1.6043,1.619,1.6335,1.648,1.6623,1.6765,1.6906,1.7045,1.7183,1.7318,1.7452,1.7583,1.7713,1.784,1.7965,1.8087,1.8207,1.8324,1.8438,1.8548,1.8656,1.8761,1.8862,1.896,1.9054,1.9145,1.9231,1.9314,1.9392,1.9467,1.9537,1.9603,1.9664,1.972,1.9772,1.9818,1.986,1.9896,1.9928,1.9953,1.9974,1.9988,1.9997,2
1.0003,1.0012,1.0026,1.0047,1.0073,1.0104,1.014,1.0182,1.0228,1.028,1.0336,1.0397,1.0463,1.0533,1.0607,1.0686,1.0769,1.0855,1.0946,1.104,1.1138,1.1239,1.1344,1.1452,1.1563,1.1676,1.1793,1.1913,1.2035,1.216,1.2287,1.2417,1.2548,1.2682,1.2817,1.2955,1.3094,1.3235,1.3377,1.352,1.3665,1.381,1.3957,1.4104,1.4253,1.4401,1.4551,1.47,1.485,1.5,1.515,1.53,1.5449,1.5599,1.5748,1.5896,1.6043,1.619,1.6335,1.648,1.6623,1.6765,1.6906,1.7045,1.7183,1.7318,1.7452,1.7583,1.7713,1.784,1.7965,1.8087,1.8207,1.8324,1.8438,1.8548,1.8656,1.8761,1.8862,1.896,1.9054,1.9145,1.9231,1.9314,1.9392,1.9467,1.9537,1.9603,1.9664,1.972,1.9772,1.9818,1.986,1.9896,1.9928,1.9953,1.9974,1.9988,1.9997,2
1.0003,1.0012,1.0026,1.0047,1.0073,1.0104,1.014,1.0182,1.0228,1.028,1.0336,1.0397,1.0463,1.0533,1.0607,1.0686,1.0769,1.0855,1.0946,1.104,1.1138,1.1239,1.1344,1.1452,1.1563,1.1676,1.1793,1.1913,1.2035,1.216,1.2287,1.2417,1.2548,1.2682,1.2817,1.2955,1.3094,1.3235,1.3377,1.352,1.3665,1.381,1.3957,1.4104,1.4253,1.4401,1.4551,1.47,1.485,1.5,1.515,1.53,1.5449,1.5599,1.5748,1.5896,1.6043,1.619,1.6335,1.648,1.6623,1.6765,1.6906,1.7045,1.7183,1.7318,1.7452,1.7583,1.7713,1.784,1.7965,1.8087,1.8207,1.8324,1.8438,1.8548,1.8656,1.8761,1.8862,1.896,1.9054,1.9145,1.9231,1.9314,1.9392,1.9467,1.9537,1.9603,1.9664,1.972,1.9772,1.9818,1.986,1.9896,1.9928,1.9953,1.9974,1.9988,1.9997,2
1.0003,1.0012,1.0026,1.0047,1.0073,1.0104,1.014,1.0182,1.0228,1.028,1.0336,1.0397,1.0463,1.0533,1.0607,1.0686,1.0769,1.0855,1.0946,1.104,1.1138,1.1239,1.1344,1.1452,1.1563,1.1676,1.1793,1.1913,1.2035,1.216,1.2287,1.2417,1.2548,1.2682,1.2817,1.2955,1.3094,1.3235,1.3377,1.352,1.3665,1.381,1.3957,1.4104,1.4253,1.4401,1.4551,1.47,1.485,1.5,1.515,1.53,1.5449,1.5599,1.5748,1.5896,1.6043,1.619,1.6335,1.648,1.6623,1.6765,1.6906,1.7045,1.7183,1.7318,1.7452,1.7583,1.7713,1.784,1.7965,1.8087,1.8207,1.8324,1.8438,1.8548,1.8656,1.8761,1.8862,1.896,1.9054,1.9145,1.9231,1.9314,1.9392,1.9467,1.9537,1.9603,1.9664,1.972,1.9772,1.9818,1.986,1.9896,1.9928,1.9953,1.9974,1.9988,1.9997,2
1.0003,1.0012,1.0026,1.0047,1.0073,1.0104,1.014,1.0182,1.0228,1.028,1.0336,1.0397,1.0463,1.0533,1.0607,1.0686,1.0769,1.0855,1.0946,1.104,1.1138,1.1239,1.1344,1.1452,1.1563,1.1676,1.1793,1.1913,1.2035,1.216,1.2287,1.2417,1.2548,1.2682,1.2817,1.2955,1.3094,1.3235,1.3377,1.352,1.3665,1.381,1.3957,1.4104,1.4253,1.4401,1.4551,1.47,1.485,1.5,1.515,1.53,1.5449,1.5599,1.5748,1.5896,1.6043,1.619,1.6335,1.648,1.6623,1.6765,1.6906,1.7045,1.7183,1.7318,1.7452,1.7583,1.7713,1.784,1.7965,1.8087,1.8207,1.8324,1.8438,1.8548,1.8656,1.8761,1.8862,1.896,1.9054,1.9145,1.9231,1.9314,1.9392,1.9467,1.9537,1.9603,1.9664,1.972,1.9772,1.9818,1.986,1.9896,1.9928,1.9953,1.9974,1.9988,1.9997,2
1.0003,1.0012,1.0026,1.0047,1.0073,1.0104,1.014,1.0182,1.0228,1.028,1.0336,1.0397,1.0463,1.0533,1.0607,1.0686,1.0769,1.0855,1.0946,1.104,1.1138,1.1239,1.1344,1.1452,1.1563,1.1676,1.1793,1.1913,1.2035,1.216,1.2287,1.2417,1.2548,1.2682,1.2817,1.2955,1.3094,1.3235,1.3377,1.352,1.3665,1.381,1.3957,1.4104,1.4253,1.4401,1.4551,1.47,1.485,1.5,1.515,1.53,1.5449,1.5599,1.5748,1.5896,1.6043,1.619,1.6335,1.648,1.6623,1.6765,1.6906,1.7045,1.7183,1.7318,1.7452,1.7583,1.7713,1.784,1.7965,1.8087,1.8207,1.8324,1.8438,1.8548,1.8656,1.8761,1.8862,1.896,1.9054,1.9145,1.9231,1.9314,1.9392,1.9467,1.9537,1.9603,1.9664,1.972,1.9772,1.9818,1.986,1.9896,1.9928,1.9953,1.9974,1.9988,1.9997,2
1.0003,1.0012,1.0026,1.0047,1.0073,1.0104,1.014,1.0182,1.0228,1.028,1.0336,1.0397,1.0463,1.0533,1.0607,1.0686,1.0769,1.0855,1.0946,1.104,1.1138,1.1239,1.1344,1.1452,1.1563,1.1676,1.1793,1.1913,1.2035,1.216,1.2287,1.2417,1.2548,1.2682,1.2817,1.2955,1.3094,1.3235,1.3377,1.352,1.3665,1.381,1.3957,1.4104,1.4253,1.4401,1.4551,1.47,1.485,1.5,1.515,1.53,1.5449,1.5599,1.5748,1.5896,1.6043,1.619,1.6335,1.648,1.6623,1.6765,1.6906,1.7045,1.7183,1.7318,1.7452,1.7583,1.7713,1.784,1.7965,1.8087,1.8207,1.8324,1.8438,1.8548,1.8656,1.8761,1.8862,1.896,1.9054,1.9145,1.9231,1.9314,1.9392,1.9467,1.9537,1.9603,1.9664,1.972,1.9772,1.9818,1.986,1.9896,1.9928,1.9953,1.9974,1.9988,1.9997,2
1.0003,1.0012,1.0026,1.0047,1.0073,1.0104,1.014,1.0182,1.0228,1.028,1.0336,1.0397,1.0463,1.0533,1.0607,1.0686,1.0769,1.0855,1.0946,1.104,1.1138,1.1239,1.1344,1.1452,1.1563,1.1676,1.1793,1.1913,1.2035,1.216,1.2287,1.2417,1.2548,1.2682,1.2817,1.2955,1.3094,1.3235,1.3377,1.352,1.3665,1.381,1.3957,1.4104,1.4253,1.4401,1.4551,1.47,1.485,1.5,1.515,1.53,1.5449,1.5599,1.5748,1.5896,1.6043,1.619,1.6335,1.648,1.6623,1.6765,1.6906,1.7045,1.7183,1.7318,1.7452,1.7583,1.7713,1.784,1.7965,1.8087,1.8207,1.8324,1.8438,1.8548,1.8656,1.8761,1.8862,1.896,1.9054,1.9145,1.9231,1.9314,1.9392,1.9467,1.9537,1.9603,1.9664,1.972,1.9772,1.9818,1.986,1.9896,1.9928,1.9953,1.9974,1.9988,1.9997,2
1.0003,1.0012,1.0026,1.0047,1.0073,1.0104,1.014,1.0182,1.0228,1.028,1.0336,1.0397,1.0463,1.0533,1.0607,1.0686,1.0769,1.0855,1.0946,1.104,1.1138,1.1239,1.1344,1.1452,1.1563,1.1676,1.1793,1.1913,1.2035,1.216,1.2287,1.2417,1.2548,1.2682,1.2817,1.2955,1.3094,1.3235,1.3377,1.352,1.3665,1.381,1.3957,1.4104,1.4253,1.4401,1.4551,1.47,1.485,1.5,1.515,1.53,1.5449,1.5599,1.5748,1.5896,1.6043,1.619,1.6335,1.648,1.6623,1.6765,1.6906,1.7045,1.7183,1.7318,1.7452,1.7583,1.7713,1.784,1.7965,1.8087,1.8207,1.8324,1.8438,1.8548,1.8656,1.8761,1.8862,1.896,1.9054,1.9145,1.9231,1.9314,1.9392,1.9467,1.9537,1.9603,1.9664,1.972,1.9772,1.9818,1.986,1.9896,1.9928,1.9953,1.9974,1.9988,1.9997,2
1.0003,1.0012,1.0026,1.0047,1.0073,1.0104,1.014,1.0182,1.0228,1.028,1.0336,1.0397,1.0463,1.0533,1.0607,1.0686,1.0769,1.0855,1.0946,1.104,1.1138,1.1239,1.1344,1.1452,1.1563,1.1676,1.1793,1.1913,1.2035,1.216,1.2287,1.2417,1.2548,1.2682,1.2817,1.2955,1.3094,1.3235,1.3377,1.352,1.3665,1.381,1.3957,1.4104,1.4253,1.4401,1.4551,1.47,1.485,1.5,1.515,1.53,1.5449,1.5599,1.5748,1.5896,1.6043,1.619,1.6335,1.648,1.6623,1.6765,1.6906,1.7045,1.7183,1.7318,1.7452,1.7583,1.7713,1.784,1.7965,1.8087,1.8207,1.8324,1.8438,1.8548,1.8656,1.8761,1.8862,1.896,1.9054,1.9145,1.9231,1.9314,1.9392,1.9467,1.9537,1.9603,1.9664,1.972,1.9772,1.9818,1.986,1.9896,1.9928,1.9953,1.9974,1.9988,1.9997,2
