0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-1.5,1.5,-1.5,1.5,0,0,0,0
0,0,1,-1,0,0,0,0,1,-1,0,0,-1.5,1.5,-1.5,1.5,0,0,0,0
0,0,0.5,-1.3,0,0,0,0,0.5,-1.3,0,0,-1.5,1.5,-1.5,1.5,0,0,0,0
0,0,0,-1.15,0,0,0,0,0,-1.15,0,0,-1.5,1.5,-1.5,1.5,0,1,0,0
0,0,-0.5,-1.15,0,0,0,0,-0.5,-1.15,0,0,-1.5,1.5,-1.5,1.5,0,1.5,0,0
0,0,-0.5,-1.15,0,0,0,0,-0.5,-1.15,0,0,-1.8,1.5,-1.8,1.5,0,2,0,0
0,0,-0.65,-1.15,0,0,0,0,-0.65,-1.15,0,0,-1.9,1.5,-1.9,1.5,0,2,0,0
0,0,-0.65,-1.25,0,0,0,0,-0.65,-1.25,0,0,-1.9,1.5,-1.9,1.5,0,2,0,0
0,0,0.2,-0.5,0,0,0,0,-0.65,-1.25,0,0,-1.9,1.5,-1.9,1.5,0,2,0,0
0,0,1,0,0,0,0,0,-0.65,-1.25,0,0,-1.9,1.5,-1.9,1.5,0,2,0,0
0,0,1.76,0,0,0,0,0,-0.65,-1.25,0,0,-1.9,1.5,-1.9,1.5,0,2,0,0
0,0,1.76,0,0,0,0,0,0.2,-0.5,0,0,-1.9,1.5,-1.9,1.5,0,2,0,0
0,0,1.76,0,0,0,0,0,1.76,0,0,0,-1.9,1.5,-1.9,1.5,0,2,0,0
0,0,1.76,0,0,0,0,0,1.76,0,0,0,-2.7,1.5,-2.7,1.5,0,2,0,0
0,0,1.76,0,0,0,0,0,1.76,0,0,0,-2.7,1.5,-2.7,1.5,0,1.5,0,0
0,0,1.76,0,0,0,0,0,1.76,0,0,0,-2.7,0.5,-2.7,0.5,0,1.5,0,0
